Land_ID,District,Taluk,Village,Survey_No,Extent_Hectares,Area_Sqft,Soil_pH,No_of_Owners,Ownership_Type,Land_Type,Soil_Type,Flood_Risk,Water_Availability,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Acquisition_Days,Delay_Status,Delay_Risk_Band,latitude,longitude,Source_Reference
ACQ_SYN_014801,Coimbatore,Coimbatore,Pammalur 17,454/1796,21.3069,2293457.4,7.4,20,Joint,Industrial,Alluvial,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,494.0,Delayed,High,11.034913360423047,76.93106330912522,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014802,Erode,Erode,Kelambakkam 20,263/1032,21.6903,2334723.05,6.4,12,Joint,Commercial,Red Soil,Yes,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,189.0,Delayed,High,11.38380509692712,77.74314073223381,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014803,Karur,Karur,Karanai 3,176/684,12.6221,1358635.73,6.4,5,Joint,Barren,Sandy,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,No,No,233.0,Delayed,High,10.983222634295288,78.04868037313224,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014804,Coimbatore,Coimbatore,Madhavaram 10,126/489,15.8035,1701076.94,6.6,14,Joint,Commercial,Loamy,No,No,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,0.0,No Delay,Low,11.061067314931623,77.01657740180431,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014805,Tirunelveli,Tirunelveli,Kelambakkam 10,84/323,7.536,811164.79,8.5,17,Joint,Barren,Saline,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,8.692234653548352,77.79901962120604,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014806,Namakkal,Namakkal,Perungalathur 3,158/617,14.7991,1592958.98,8.6,15,Joint,Residential,Saline,No,No,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.257988875043674,78.1709568801758,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014807,Karur,Karur,Pudur 19,365/1433,6.7335,724790.82,6.5,7,Joint,Barren,Red Soil,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.98691999313276,78.03182213481813,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014808,Madurai,Madurai,Perungalathur 6,252/989,9.3654,1008078.49,6.4,13,Joint,Industrial,Sandy,No,No,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,9.89465260287818,78.14297211187402,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014809,Coimbatore,Coimbatore,Nandambakkam 10,111/425,15.6899,1688846.94,6.2,10,Joint,Barren,Sandy,Yes,Yes,Not Available,No,No,To be paid,No,Yes,No,No,137.0,Delayed,High,10.98008711815034,76.93248248047283,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014810,Erode,Erode,Sriperumbudur 6,265/1041,24.3798,2624219.82,7.3,12,Joint,Barren,Urban Fill,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,541.0,Delayed,High,11.330302654406887,77.74292443621704,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014811,Villupuram,Villupuram,Pudur 19,393/1553,7.0943,763627.4,6.6,19,Joint,Barren,Loamy,No,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,228.0,Delayed,High,11.934945394900838,79.49081218196237,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014812,Tiruchirappalli,Tiruchirappalli,Madhavaram 19,7/27,20.927,2252565.13,7.0,5,Joint,Coastal,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,0.0,No Delay,Low,10.75652989746358,78.68955761855801,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014813,Karur,Karur,Madhavaram 12,10/40,14.2131,1529879.97,6.4,12,Joint,Industrial,Red Soil,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,11.003051301130489,78.01320732373205,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014814,Thoothukudi,Thoothukudi,Sholinganallur 12,465/1842,24.8441,2674198.97,8.1,17,Joint,Coastal,Black Cotton,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,220.0,Delayed,High,8.821767914203354,78.01109391048858,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014815,Karur,Karur,Kallikudi 8,365/1436,11.0958,1194342.87,7.4,7,Joint,Industrial,Urban Fill,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.995364313277864,78.04498378285408,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014816,Villupuram,Villupuram,Manapakkam 6,281/1105,12.1601,1308901.45,6.7,20,Joint,Coastal,Red Soil,Yes,No,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,165.0,Delayed,High,11.880325142068909,79.44946254912422,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014817,Cuddalore,Cuddalore,Samayapuram 17,440/1739,10.863,1169283.61,7.4,8,Joint,Forest,Alluvial,No,Yes,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,116.0,Delayed,Medium,11.732303397166262,79.58084752570339,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014818,Villupuram,Villupuram,Padur 14,287/1131,9.3509,1006518.52,7.1,9,Joint,Residential,Red Soil,Yes,Yes,Available,No,No,Verification completed,Yes,Yes,Yes,No,85.0,Delayed,Medium,11.987814882516584,79.412307399833,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014819,Madurai,Madurai,Sriperumbudur 1,254/1000,18.6831,2011029.14,8.2,14,Joint,Residential,Black Cotton,No,No,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,123.0,Delayed,High,9.931689436444298,78.12441208664505,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014820,Krishnagiri,Krishnagiri,Karanai 19,107/406,9.1697,987015.76,7.2,9,Joint,Barren,Alluvial,No,No,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,169.0,Delayed,High,12.470188572237342,78.28735428616524,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014821,Villupuram,Villupuram,Oragadam 9,394/1556,16.7439,1802302.05,5.8,20,Joint,Agricultural,Sandy,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.987577974427529,79.45503903649424,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014822,Coimbatore,Coimbatore,Pudur 2,374/1469,21.4304,2306754.22,6.2,8,Joint,Residential,Loamy,No,Yes,Available,No,No,To be paid,Yes,Yes,Yes,No,193.0,Delayed,High,11.03424871422718,76.96251665185417,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014823,Madurai,Madurai,Ayappan Pattinam 14,146/568,13.9458,1501112.54,6.1,6,Joint,Forest,Sandy,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,No,No,201.0,Delayed,High,9.943643533652166,78.14816730997768,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014824,Cuddalore,Cuddalore,Sholinganallur 14,361/1415,5.0062,538861.24,6.6,13,Joint,Residential,Sandy,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,16.0,No Delay,Low,11.730336783399965,79.65902426211103,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014825,Tiruchirappalli,Tiruchirappalli,Manapakkam 14,357/1396,12.505,1346026.02,8.4,17,Joint,Commercial,Saline,No,No,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,0.0,No Delay,Low,10.750732950455252,78.75668565137481,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014826,Cuddalore,Cuddalore,Oragadam 20,45/183,22.8151,2455799.91,6.1,17,Joint,Commercial,Sandy,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,325.0,Delayed,High,11.714325829275111,79.69266918329463,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014827,Tiruvallur,Tiruvallur,Samayapuram 16,79/308,9.9375,1069664.44,6.6,14,Joint,Barren,Red Soil,No,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,13.09728233403117,79.96442610704257,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014828,Vellore,Vellore,Ayappan Pattinam 20,290/1142,18.2213,1961329.17,7.2,6,Joint,Coastal,Alluvial,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.954981371397766,79.0836643622801,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014829,Thoothukudi,Thoothukudi,Siruseri 8,304/1197,15.8973,1711174.63,7.9,17,Joint,Commercial,Black Cotton,Yes,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,8.766698465139319,78.08495352744266,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014830,Chengalpattu,Chengalpattu,Kallikudi 15,322/1264,4.564,491259.88,6.2,8,Joint,Industrial,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.67252962209272,79.940471026563,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014831,Madurai,Madurai,Thogamalai 18,184/717,12.3475,1329074.47,6.8,11,Joint,Industrial,Loamy,No,No,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,9.968276686681536,78.0915522423499,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014832,Chennai,Chennai,Nandambakkam 15,405/1604,23.0439,2480429.86,8.6,15,Joint,Industrial,Saline,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,13.053891689799178,80.21813248183022,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014833,Coimbatore,Coimbatore,Neelambur 16,219/856,6.0957,656134.41,7.9,6,Joint,Residential,Alluvial,No,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.018191439538183,76.94022376166849,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014834,Ranipet,Ranipet,Oragadam 19,104/396,20.4615,2202458.97,8.3,10,Joint,Industrial,Saline,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,117.0,Delayed,Medium,12.94591808350467,79.32081312779054,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014835,Tiruchirappalli,Tiruchirappalli,Thogamalai 15,57/221,7.7834,837802.17,9.0,16,Joint,Commercial,Saline,No,No,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,0.0,No Delay,Low,10.783874213444925,78.75025390879969,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014836,Namakkal,Namakkal,Thogamalai 4,425/1685,17.3401,1866471.07,6.5,5,Joint,Agricultural,Sandy,No,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.177819827538206,78.23764065194057,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014837,Thanjavur,Thanjavur,Samayapuram 5,349/1358,17.8481,1921148.86,6.1,15,Joint,Industrial,Sandy,Yes,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,0.0,No Delay,Low,10.785310522995609,79.15011504301279,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014838,Ranipet,Ranipet,Karanai 14,225/886,23.394,2518111.49,7.2,13,Joint,Coastal,Alluvial,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,280.0,Delayed,High,12.959177854627594,79.29669887541186,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014839,Ranipet,Ranipet,Siruseri 16,106/402,3.5994,387439.16,7.0,11,Joint,Industrial,Urban Fill,No,Yes,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,12.956059204176748,79.30179508902796,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014840,Cuddalore,Cuddalore,Pudur 20,47/186,14.373,1547096.31,6.6,17,Joint,Coastal,Red Soil,Yes,Yes,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,58.0,No Delay,Low,11.725462545958942,79.63916253517289,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014841,Tiruvallur,Tiruvallur,Ayappan Pattinam 17,75/294,20.0448,2157608.2,6.2,14,Joint,Residential,Sandy,No,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,5.0,No Delay,Low,13.166201229037608,79.89604857994158,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014842,Thoothukudi,Thoothukudi,Ayappan Pattinam 17,52/203,22.872,2461919.51,7.3,18,Joint,Industrial,Alluvial,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,160.0,Delayed,High,8.736367325932758,78.06127776272383,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014843,Erode,Erode,Kelambakkam 3,259/1016,14.9668,1611008.2,8.2,16,Joint,Industrial,Saline,No,No,Not Available,Yes,No,Objection enquiry,No,Yes,No,Yes,0.0,No Delay,Low,11.358588774991034,77.75700343985082,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014844,Ranipet,Ranipet,Madhavaram 4,100/380,3.4059,366603.97,6.8,8,Joint,Forest,Sandy,No,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.950776770595162,79.3547373404372,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014845,Vellore,Vellore,Siruseri 1,63/246,3.3803,363850.65,6.1,16,Joint,Coastal,Sandy,Yes,No,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.928582918536872,79.15155897642923,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014846,Erode,Erode,Neelambur 4,140/543,24.781,2667408.09,7.9,15,Joint,Barren,Black Cotton,Yes,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,393.0,Delayed,High,11.383389929844776,77.69997765581073,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014847,Ranipet,Ranipet,Neelambur 4,344/1343,15.3245,1649512.76,7.0,11,Joint,Industrial,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,237.0,Delayed,High,12.930625255960372,79.37170742355639,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014848,Thanjavur,Thanjavur,Neelambur 8,244/953,21.1127,2272556.76,6.4,13,Joint,Industrial,Loamy,No,No,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,205.0,Delayed,High,10.78791936128907,79.17493310606486,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014849,Tiruvallur,Tiruvallur,Nandambakkam 9,76/295,4.256,458111.85,7.8,14,Joint,Coastal,Black Cotton,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,139.0,Delayed,High,13.193607341162414,79.86702351095146,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014850,Karur,Karur,Nandambakkam 7,365/1437,24.1965,2604484.44,6.2,7,Joint,Commercial,Sandy,Yes,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.960483701147576,78.04634356124572,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014851,Thanjavur,Thanjavur,Thogamalai 3,240/940,14.2636,1535322.14,6.5,18,Joint,Coastal,Loamy,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,42.0,No Delay,Low,10.815104164017706,79.11306625720819,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014852,Tirunelveli,Tirunelveli,Neelambur 12,93/359,19.6874,2119135.7,7.0,8,Joint,Coastal,Red Soil,Yes,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,117.0,Delayed,Medium,8.707289309302887,77.75674098770455,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014853,Ranipet,Ranipet,Pudur 11,340/1327,18.5138,1992812.75,6.3,13,Joint,Forest,Sandy,No,Yes,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,12.883718311304206,79.35622186988014,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014854,Kancheepuram,Kancheepuram,Manapakkam 3,480/1905,12.6448,1361080.19,7.5,12,Joint,Residential,Alluvial,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,1.0,No Delay,Low,12.812358883466752,79.72721845247872,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014855,Erode,Erode,Pudur 8,264/1037,13.3616,1438228.24,6.8,16,Joint,Industrial,Red Soil,No,Yes,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,101.0,Delayed,Medium,11.388338989721936,77.73399107501565,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014856,Tiruvallur,Tiruvallur,Siruseri 4,79/310,13.6,1463891.68,8.0,14,Joint,Forest,Black Cotton,No,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,13.135331116021018,79.9344523125951,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014857,Krishnagiri,Krishnagiri,Siruseri 14,153/595,17.7897,1914866.89,7.8,11,Joint,Coastal,Black Cotton,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,224.0,Delayed,High,12.524105064572536,78.20614183137705,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014858,Karur,Karur,Pudur 18,291/1151,13.9018,1496376.87,7.6,8,Joint,Coastal,Alluvial,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,105.0,Delayed,Medium,10.921577326617294,78.03811423621525,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014859,Kancheepuram,Kancheepuram,Thogamalai 3,483/1918,8.019,863159.03,7.3,14,Joint,Industrial,Urban Fill,No,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,59.0,No Delay,Low,12.782947500266976,79.72270568661344,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014860,Coimbatore,Coimbatore,Sholinganallur 13,452/1783,8.6356,929526.38,6.8,13,Joint,Coastal,Red Soil,Yes,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,166.0,Delayed,High,10.992263636086058,76.98801342055674,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014861,Coimbatore,Coimbatore,Siruseri 7,453/1791,6.6499,715786.73,6.2,20,Joint,Forest,Sandy,No,Yes,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,86.0,Delayed,Medium,11.031867933402348,76.92239776518036,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014862,Salem,Salem,Siruseri 8,404/1598,3.6435,392184.8,6.5,6,Joint,Forest,Loamy,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.669943529769576,78.14085091168425,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014863,Villupuram,Villupuram,Nandambakkam 11,281/1104,12.2369,1317172.28,6.2,20,Joint,Coastal,Sandy,Yes,No,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,165.0,Delayed,High,11.96339828766884,79.55171530857622,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014864,Tiruchirappalli,Tiruchirappalli,Manapakkam 16,317/1244,17.0655,1836919.49,8.6,18,Joint,Barren,Saline,No,Yes,Not Available,No,No,Verification pending,Yes,Yes,No,No,0.0,No Delay,Low,10.796457036882543,78.7023478343044,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014865,Cuddalore,Cuddalore,Padur 20,359/1409,22.3717,2408068.31,7.8,20,Joint,Coastal,Black Cotton,Yes,Yes,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.73191890862392,79.64450822129949,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014866,Tiruchirappalli,Tiruchirappalli,Manapakkam 6,352/1374,6.5092,700645.09,8.8,15,Joint,Coastal,Saline,Yes,No,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.824498053419786,78.71572332534951,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014867,Tiruchirappalli,Tiruchirappalli,Pammalur 7,312/1226,21.3056,2293314.23,8.1,6,Joint,Agricultural,Black Cotton,No,No,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.767411203479096,78.71477357887872,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014868,Vellore,Vellore,Sholinganallur 17,66/258,16.5031,1776375.16,6.9,12,Joint,Barren,Loamy,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,36.0,No Delay,Low,12.909268270652849,79.15785288186171,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014869,Namakkal,Namakkal,Ayappan Pattinam 20,426/1689,23.9906,2582326.81,6.6,8,Joint,Barren,Red Soil,No,No,Not Available,No,No,Objection enquiry,Yes,Yes,No,No,502.0,Delayed,High,11.241287451976962,78.17532804396659,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014870,Tiruchirappalli,Tiruchirappalli,Pammalur 3,6/19,6.031,649173.97,7.5,6,Joint,Coastal,Alluvial,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,202.0,Delayed,High,10.759584711853629,78.7807524982801,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014871,Vellore,Vellore,Ayappan Pattinam 8,208/818,7.7518,834394.36,5.7,13,Joint,Residential,Sandy,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,236.0,Delayed,High,12.93148584855962,79.10213584486098,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014872,Tiruchirappalli,Tiruchirappalli,Pammalur 1,212/834,21.3879,2302177.47,8.8,11,Joint,Barren,Saline,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,199.0,Delayed,High,10.840284780010462,78.72703172886122,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014873,Kancheepuram,Kancheepuram,Siruseri 5,482/1912,7.9123,851671.17,6.9,10,Joint,Barren,Alluvial,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,171.0,Delayed,High,12.840426767199729,79.67567223671387,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014874,Cuddalore,Cuddalore,Padur 18,42/172,21.9747,2365339.26,6.3,10,Joint,Agricultural,Loamy,No,No,Available,No,No,Verification completed,Yes,Yes,Yes,No,139.0,Delayed,High,11.73744670647104,79.6150708793056,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014875,Thoothukudi,Thoothukudi,Kallikudi 8,233/914,6.1603,663086.85,6.9,6,Joint,Industrial,Red Soil,No,No,Not Available,No,No,Verification pending,No,Yes,No,No,0.0,No Delay,Low,8.743656929641835,78.06633425316417,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014876,Karur,Karur,Oragadam 18,176/687,19.5736,2106888.05,7.1,5,Joint,Forest,Alluvial,No,Yes,Not Available,No,No,Verification completed,Yes,Yes,No,No,233.0,Delayed,High,10.96993692987073,78.06004181643375,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014877,Cuddalore,Cuddalore,Oragadam 14,48/188,12.9487,1393782.08,6.3,6,Joint,Industrial,Loamy,Yes,Yes,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,67.0,Delayed,Medium,11.756361809306318,79.636188400902,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014878,Coimbatore,Coimbatore,Siruseri 18,113/430,6.4129,690279.17,6.4,16,Joint,Forest,Loamy,Yes,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,226.0,Delayed,High,11.023666156390894,77.00556666116836,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014879,Vellore,Vellore,Karanai 13,206/810,19.8515,2136794.23,8.1,12,Joint,Industrial,Black Cotton,Yes,Yes,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,348.0,Delayed,High,12.873875752456035,79.10876144493524,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014880,Vellore,Vellore,Nandambakkam 4,445/1759,4.0291,433688.09,6.0,5,Joint,Forest,Sandy,Yes,Yes,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,12.882825885940012,79.16136269577265,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014881,Chennai,Chennai,Siruseri 14,191/745,22.709,2444374.27,8.6,18,Joint,Barren,Saline,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,154.0,Delayed,High,13.089817204736915,80.23544813702945,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014882,Namakkal,Namakkal,Ayappan Pattinam 20,426/1689,26.1729,2817225.44,6.7,8,Joint,Barren,Red Soil,No,No,Not Available,No,No,Objection enquiry,Yes,Yes,No,No,502.0,Delayed,High,11.249659959299157,78.20087784928502,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014883,Cuddalore,Cuddalore,Padur 20,359/1409,23.3628,2514749.07,8.1,20,Joint,Coastal,Black Cotton,Yes,Yes,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.738605524855013,79.69644733300842,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014884,Salem,Salem,Madhavaram 13,398/1572,13.4029,1442672.68,6.4,18,Joint,Agricultural,Sandy,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,581.0,Delayed,High,11.65702241993677,78.14567688769962,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014885,Erode,Erode,Pammalur 19,413/1639,11.8109,1271311.52,6.3,8,Joint,Agricultural,Red Soil,No,No,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,74.0,Delayed,Medium,11.377848530681993,77.7310401605413,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014886,Tiruchirappalli,Tiruchirappalli,Madhavaram 20,351/1371,19.3448,2082259.89,8.2,20,Joint,Commercial,Black Cotton,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,0.0,No Delay,Low,10.799469297651902,78.63406540761515,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_014887,Cuddalore,Cuddalore,Perungalathur 8,359/1408,10.9368,1177229.38,8.4,20,Joint,Coastal,Saline,Yes,Yes,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,11.705494784266486,79.64540928551554,AcquiSight 20K Synthetic Augmented Dataset
