parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude
1477,376,Neelambur 14,Coimbatore,Coimbatore,Tamil Nadu,18.88,Forest,Red Soil,Non-Irrigated,16297611,20136128,11.02517,76.99366
1478,376,Ayappan Pattinam 7,Coimbatore,Coimbatore,Tamil Nadu,15.69,Barren,Saline,Non-Irrigated,8862780,10014626,11.07878,76.90911
1479,376,Manapakkam 9,Coimbatore,Coimbatore,Tamil Nadu,19.57,Agricultural,Urban Fill,Partly Irrigated,9881920,10798741,10.98802,76.99281
1480,376,Ayappan Pattinam 20,Coimbatore,Coimbatore,Tamil Nadu,24.21,Barren,Loamy,Irrigated,19838938,25359117,11.06144,76.91694
1481,377,Kallikudi 13,Coimbatore,Coimbatore,Tamil Nadu,16.87,Residential,Urban Fill,Non-Irrigated,37816417,47324782,11.04118,76.9447
1482,377,Sriperumbudur 5,Coimbatore,Coimbatore,Tamil Nadu,8.13,Commercial,Loamy,Non-Irrigated,36234444,40473908,10.99578,76.9991
1483,377,Manapakkam 3,Coimbatore,Coimbatore,Tamil Nadu,16.14,Commercial,Red Soil,Partly Irrigated,72574853,90052733,11.04534,76.93066
1484,377,Pudur 9,Coimbatore,Coimbatore,Tamil Nadu,10.82,Barren,Alluvial,Irrigated,41514487,45662043,11.0421,77.00759
1485,377,Nandambakkam 20,Coimbatore,Coimbatore,Tamil Nadu,23.83,Coastal,Black Cotton,Non-Irrigated,49096311,60864752,11.03949,76.93044
1486,378,Madhavaram 20,Coimbatore,Coimbatore,Tamil Nadu,10.44,Coastal,Loamy,Irrigated,72854849,94347141,10.98792,76.99878
1487,378,Kelambakkam 15,Coimbatore,Coimbatore,Tamil Nadu,15.3,Forest,Urban Fill,Non-Irrigated,40965590,48879473,11.06214,76.91439
1488,378,Ayappan Pattinam 16,Coimbatore,Coimbatore,Tamil Nadu,3.63,Barren,Black Cotton,Irrigated,61839794,83288530,11.00296,76.91721
1489,378,Kallikudi 2,Coimbatore,Coimbatore,Tamil Nadu,3.19,Agricultural,Red Soil,Partly Irrigated,25910297,27680513,11.02819,76.9895
1490,378,Neelambur 18,Coimbatore,Coimbatore,Tamil Nadu,22.5,Agricultural,Urban Fill,Irrigated,49407849,64381473,10.99405,76.92724
1491,379,Oragadam 10,Coimbatore,Coimbatore,Tamil Nadu,5.31,Forest,Sandy,Irrigated,10786463,11504526,11.0585,76.9307
1492,379,Pammalur 6,Coimbatore,Coimbatore,Tamil Nadu,19.19,Industrial,Red Soil,Partly Irrigated,12370034,14348917,11.01986,76.94386
1493,379,Kallikudi 19,Coimbatore,Coimbatore,Tamil Nadu,13.52,Forest,Loamy,Non-Irrigated,12494447,16659699,11.01518,76.89844
1494,379,Kallikudi 12,Coimbatore,Coimbatore,Tamil Nadu,15.08,Barren,Red Soil,Partly Irrigated,13242265,16671587,11.01582,76.99463
1495,380,Samayapuram 9,Cuddalore,Cuddalore,Tamil Nadu,20.39,Commercial,Red Soil,Irrigated,33803584,38447510,11.68948,79.6836
1496,380,Samayapuram 16,Cuddalore,Cuddalore,Tamil Nadu,6.99,Residential,Sandy,Non-Irrigated,46310810,60261920,11.7997,79.64441
1497,380,Samayapuram 8,Cuddalore,Cuddalore,Tamil Nadu,20.21,Agricultural,Loamy,Irrigated,35977007,42540125,11.77277,79.64829
1498,380,Kallikudi 9,Cuddalore,Cuddalore,Tamil Nadu,18.82,Agricultural,Red Soil,Non-Irrigated,45771531,60693264,11.71852,79.63379
1499,381,Pudur 12,Cuddalore,Cuddalore,Tamil Nadu,8.87,Barren,Red Soil,Irrigated,58555137,62796864,11.78291,79.60928
1500,381,Oragadam 8,Cuddalore,Cuddalore,Tamil Nadu,23.62,Residential,Red Soil,Partly Irrigated,51284032,59422257,11.75511,79.69089
1501,381,Madhavaram 19,Cuddalore,Cuddalore,Tamil Nadu,19.18,Forest,Loamy,Non-Irrigated,42142355,52504642,11.79635,79.68449
1502,381,Perungalathur 11,Cuddalore,Cuddalore,Tamil Nadu,21.13,Barren,Sandy,Partly Irrigated,50276478,62569836,11.79428,79.63164
1503,381,Kelambakkam 5,Cuddalore,Cuddalore,Tamil Nadu,18.93,Barren,Black Cotton,Irrigated,49875342,58263079,11.78675,79.62632
1504,381,Oragadam 19,Cuddalore,Cuddalore,Tamil Nadu,4.86,Coastal,Saline,Irrigated,58445692,71272699,11.77858,79.707
1505,382,Sholinganallur 1,Cuddalore,Cuddalore,Tamil Nadu,10.37,Residential,Alluvial,Partly Irrigated,12879890,13859168,11.70097,79.68834
1506,382,Pammalur 5,Cuddalore,Cuddalore,Tamil Nadu,12.44,Industrial,Black Cotton,Irrigated,18237403,23409273,11.75118,79.63302
1507,382,Kelambakkam 2,Cuddalore,Cuddalore,Tamil Nadu,17.07,Commercial,Sandy,Partly Irrigated,22196250,27053954,11.76346,79.5989
1508,382,Kelambakkam 16,Cuddalore,Cuddalore,Tamil Nadu,23.67,Barren,Red Soil,Irrigated,18655121,24831384,11.71969,79.62198
1509,383,Ayappan Pattinam 5,Cuddalore,Cuddalore,Tamil Nadu,10.05,Industrial,Sandy,Partly Irrigated,7655242,8953001,11.80302,79.63512
1510,383,Ayappan Pattinam 18,Cuddalore,Cuddalore,Tamil Nadu,3.65,Barren,Saline,Irrigated,14374242,18313020,11.72406,79.66873
1511,383,Sriperumbudur 3,Cuddalore,Cuddalore,Tamil Nadu,7.67,Industrial,Red Soil,Irrigated,10631662,13274314,11.74672,79.69525
1512,383,Sholinganallur 8,Cuddalore,Cuddalore,Tamil Nadu,19.94,Agricultural,Sandy,Irrigated,20213476,22005821,11.71726,79.62825
1513,383,Madhavaram 4,Cuddalore,Cuddalore,Tamil Nadu,9.57,Commercial,Red Soil,Non-Irrigated,13540308,15531809,11.78948,79.62882
1514,383,Pammalur 1,Cuddalore,Cuddalore,Tamil Nadu,21.03,Forest,Saline,Partly Irrigated,9533644,11996171,11.79943,79.63404
1515,384,Pudur 16,Cuddalore,Cuddalore,Tamil Nadu,9.55,Residential,Red Soil,Non-Irrigated,12591326,16763437,11.75904,79.64532
1516,384,Ayappan Pattinam 2,Cuddalore,Cuddalore,Tamil Nadu,23.39,Residential,Alluvial,Irrigated,9359291,11936466,11.7896,79.60974
1517,385,Pudur 13,Cuddalore,Cuddalore,Tamil Nadu,18.11,Residential,Alluvial,Non-Irrigated,9874191,11739207,11.77984,79.59699
1518,385,Madhavaram 15,Cuddalore,Cuddalore,Tamil Nadu,5.3,Industrial,Loamy,Irrigated,19473737,24181791,11.77555,79.68822
1519,385,Padur 3,Cuddalore,Cuddalore,Tamil Nadu,3.98,Barren,Black Cotton,Non-Irrigated,23988095,25252875,11.76375,79.69181
1520,386,Nandambakkam 18,Cuddalore,Cuddalore,Tamil Nadu,4.43,Residential,Sandy,Non-Irrigated,61782512,72817163,11.72833,79.67977
1521,386,Ayappan Pattinam 11,Cuddalore,Cuddalore,Tamil Nadu,17.29,Coastal,Sandy,Partly Irrigated,54240046,69205448,11.70599,79.6899
1522,386,Ayappan Pattinam 2,Cuddalore,Cuddalore,Tamil Nadu,16.37,Agricultural,Black Cotton,Partly Irrigated,30420153,37653004,11.78816,79.60757
1523,386,Sholinganallur 8,Cuddalore,Cuddalore,Tamil Nadu,19.8,Commercial,Red Soil,Irrigated,24835519,27925670,11.72134,79.61956
1524,386,Neelambur 2,Cuddalore,Cuddalore,Tamil Nadu,14.59,Barren,Red Soil,Non-Irrigated,39081070,45475593,11.78686,79.69987
1525,387,Madhavaram 3,Cuddalore,Cuddalore,Tamil Nadu,4.92,Forest,Black Cotton,Irrigated,14938999,17513565,11.71189,79.64764
1526,387,Sholinganallur 3,Cuddalore,Cuddalore,Tamil Nadu,17.48,Barren,Loamy,Partly Irrigated,16896646,18001036,11.73575,79.59863
1527,387,Oragadam 16,Cuddalore,Cuddalore,Tamil Nadu,14.94,Forest,Alluvial,Irrigated,17665462,18569075,11.75997,79.70111
1528,387,Sriperumbudur 19,Cuddalore,Cuddalore,Tamil Nadu,3.47,Forest,Urban Fill,Irrigated,8830337,10883721,11.77811,79.70417
1529,387,Manapakkam 4,Cuddalore,Cuddalore,Tamil Nadu,5.42,Agricultural,Loamy,Non-Irrigated,17327993,22874987,11.743,79.67824
1530,387,Sholinganallur 5,Cuddalore,Cuddalore,Tamil Nadu,18.46,Barren,Black Cotton,Irrigated,14265809,17075962,11.74702,79.60801
1531,388,Oragadam 15,Villupuram,Villupuram,Tamil Nadu,5.28,Barren,Saline,Irrigated,8865778,11949711,11.9529,79.54248
1532,388,Samayapuram 1,Villupuram,Villupuram,Tamil Nadu,16.66,Residential,Red Soil,Non-Irrigated,17283328,20948541,11.88758,79.47795
1533,388,Manapakkam 2,Villupuram,Villupuram,Tamil Nadu,7.73,Commercial,Urban Fill,Non-Irrigated,13415938,16851865,11.96783,79.48748
1534,389,Kallikudi 8,Villupuram,Villupuram,Tamil Nadu,14.18,Commercial,Alluvial,Partly Irrigated,12801226,17270652,11.99862,79.44582
1535,389,Sholinganallur 6,Villupuram,Villupuram,Tamil Nadu,15.24,Barren,Red Soil,Non-Irrigated,15536084,20139849,11.96219,79.4901
1536,389,Samayapuram 6,Villupuram,Villupuram,Tamil Nadu,13.68,Coastal,Urban Fill,Irrigated,12615773,13977402,11.91888,79.47513
1537,389,Oragadam 10,Villupuram,Villupuram,Tamil Nadu,15.52,Agricultural,Urban Fill,Non-Irrigated,21305166,22938833,11.976,79.49946
1538,389,Ayappan Pattinam 14,Villupuram,Villupuram,Tamil Nadu,17.12,Forest,Black Cotton,Irrigated,21048660,26112876,11.98736,79.46276
1539,389,Perungalathur 3,Villupuram,Villupuram,Tamil Nadu,21.46,Commercial,Black Cotton,Irrigated,16310898,20068260,11.9569,79.43756
1540,390,Nandambakkam 10,Villupuram,Villupuram,Tamil Nadu,17.52,Barren,Loamy,Irrigated,8250450,9677394,11.9911,79.53029
1541,390,Padur 10,Villupuram,Villupuram,Tamil Nadu,23.6,Forest,Urban Fill,Partly Irrigated,11812812,15412504,11.89383,79.50418
1542,391,Nandambakkam 3,Villupuram,Villupuram,Tamil Nadu,24.87,Commercial,Sandy,Partly Irrigated,14280894,19207290,11.99871,79.54216
1543,391,Neelambur 5,Villupuram,Villupuram,Tamil Nadu,11.92,Forest,Sandy,Non-Irrigated,9366720,9978203,11.92122,79.46972
1544,391,Samayapuram 10,Villupuram,Villupuram,Tamil Nadu,6.14,Residential,Red Soil,Irrigated,13023907,16549924,11.94566,79.45982
1545,391,Oragadam 5,Villupuram,Villupuram,Tamil Nadu,15.32,Residential,Saline,Irrigated,10338478,11750614,11.99339,79.49357
1546,391,Manapakkam 1,Villupuram,Villupuram,Tamil Nadu,4.63,Commercial,Urban Fill,Irrigated,15594341,19009392,11.96467,79.52355
1547,392,Oragadam 9,Villupuram,Villupuram,Tamil Nadu,6.88,Residential,Saline,Partly Irrigated,17750723,21054070,11.98532,79.44765
1548,392,Pudur 10,Villupuram,Villupuram,Tamil Nadu,10.03,Industrial,Black Cotton,Partly Irrigated,9283179,10182755,11.92069,79.52593
1549,392,Samayapuram 16,Villupuram,Villupuram,Tamil Nadu,23.57,Agricultural,Black Cotton,Partly Irrigated,8518842,10037125,11.98488,79.46353
1550,393,Perungalathur 20,Villupuram,Villupuram,Tamil Nadu,4.24,Barren,Loamy,Non-Irrigated,35504657,46200127,11.96823,79.51966
1551,393,Samayapuram 2,Villupuram,Villupuram,Tamil Nadu,11.65,Industrial,Saline,Partly Irrigated,56640315,67621980,11.88971,79.5169
1552,393,Padur 10,Villupuram,Villupuram,Tamil Nadu,4.36,Barren,Red Soil,Partly Irrigated,54373839,73377643,11.89745,79.50594
1553,393,Pudur 19,Villupuram,Villupuram,Tamil Nadu,7.4,Barren,Loamy,Partly Irrigated,47118421,52870569,11.93804,79.5262
1554,393,Thogamalai 9,Villupuram,Villupuram,Tamil Nadu,18.21,Forest,Red Soil,Non-Irrigated,50877129,59359882,11.92504,79.45445
1555,393,Kallikudi 2,Villupuram,Villupuram,Tamil Nadu,15.82,Forest,Saline,Irrigated,53282243,58509232,11.99812,79.48671
1556,394,Oragadam 9,Villupuram,Villupuram,Tamil Nadu,17.14,Agricultural,Sandy,Non-Irrigated,13823149,18001862,11.986,79.44476
1557,394,Thogamalai 15,Villupuram,Villupuram,Tamil Nadu,19.62,Commercial,Alluvial,Non-Irrigated,13203260,15782724,11.96813,79.43578
1558,394,Pammalur 17,Villupuram,Villupuram,Tamil Nadu,17.48,Forest,Loamy,Non-Irrigated,16838163,21204614,11.91518,79.43195
1559,394,Kallikudi 3,Villupuram,Villupuram,Tamil Nadu,20.83,Coastal,Red Soil,Partly Irrigated,17346503,21213219,11.98368,79.46196
1560,395,Thogamalai 8,Salem,Salem,Tamil Nadu,16.7,Agricultural,Loamy,Non-Irrigated,6628876,8637823,11.6975,78.16142
1561,395,Oragadam 9,Salem,Salem,Tamil Nadu,23.91,Commercial,Sandy,Non-Irrigated,12897682,15515619,11.63646,78.16989
1562,396,Thogamalai 8,Salem,Salem,Tamil Nadu,17.67,Coastal,Alluvial,Irrigated,13246953,17321039,11.6872,78.16102
1563,396,Pudur 12,Salem,Salem,Tamil Nadu,19.42,Residential,Red Soil,Irrigated,12908601,14658433,11.65736,78.17571
1564,396,Thogamalai 14,Salem,Salem,Tamil Nadu,19.45,Residential,Loamy,Partly Irrigated,22153775,28400219,11.67499,78.16973
1565,396,Sriperumbudur 13,Salem,Salem,Tamil Nadu,17.56,Industrial,Saline,Non-Irrigated,7502431,9741106,11.66624,78.09531
1566,396,Manapakkam 7,Salem,Salem,Tamil Nadu,7.67,Commercial,Red Soil,Irrigated,5814475,7602063,11.68363,78.18384
1567,396,Siruseri 5,Salem,Salem,Tamil Nadu,15.44,Industrial,Alluvial,Non-Irrigated,8639532,9343707,11.66076,78.11733
1568,397,Sriperumbudur 1,Salem,Salem,Tamil Nadu,14.79,Industrial,Saline,Non-Irrigated,7995429,10645201,11.69545,78.18154
1569,397,Sholinganallur 5,Salem,Salem,Tamil Nadu,24.73,Residential,Alluvial,Irrigated,11246597,12268865,11.63224,78.17858
1570,397,Siruseri 5,Salem,Salem,Tamil Nadu,13.65,Forest,Sandy,Partly Irrigated,13299771,16723859,11.65718,78.12005
1571,398,Oragadam 17,Salem,Salem,Tamil Nadu,16.6,Forest,Sandy,Irrigated,9653691,12786247,11.62051,78.11102
1572,398,Madhavaram 13,Salem,Salem,Tamil Nadu,12.9,Agricultural,Sandy,Partly Irrigated,11487284,14588365,11.65833,78.14678
1573,399,Ayappan Pattinam 16,Salem,Salem,Tamil Nadu,3.55,Residential,Sandy,Irrigated,41408816,46833913,11.66812,78.15728
1574,399,Nandambakkam 16,Salem,Salem,Tamil Nadu,11.65,Forest,Sandy,Irrigated,70011908,89618320,11.69582,78.13
1575,399,Neelambur 2,Salem,Salem,Tamil Nadu,15.89,Forest,Alluvial,Non-Irrigated,48247803,54777825,11.69552,78.14005
1576,400,Samayapuram 14,Salem,Salem,Tamil Nadu,22.25,Coastal,Urban Fill,Irrigated,38234288,48389711,11.68976,78.20381
1577,400,Manapakkam 1,Salem,Salem,Tamil Nadu,24.81,Forest,Loamy,Non-Irrigated,41259778,55196428,11.67724,78.1844
1578,400,Padur 9,Salem,Salem,Tamil Nadu,14.02,Agricultural,Alluvial,Non-Irrigated,43222135,49884259,11.70497,78.16635
1579,400,Thogamalai 20,Salem,Salem,Tamil Nadu,6.04,Commercial,Saline,Partly Irrigated,31263378,33160092,11.69859,78.17637
1580,401,Pudur 17,Salem,Salem,Tamil Nadu,8.19,Barren,Sandy,Partly Irrigated,23791063,25046505,11.68449,78.11029
1581,401,Madhavaram 7,Salem,Salem,Tamil Nadu,14.65,Forest,Black Cotton,Partly Irrigated,16847844,20828847,11.64604,78.10496
1582,401,Padur 5,Salem,Salem,Tamil Nadu,7.34,Residential,Red Soil,Partly Irrigated,12879725,16972347,11.69537,78.13566
1583,401,Neelambur 17,Salem,Salem,Tamil Nadu,13.97,Coastal,Loamy,Irrigated,10655814,13036934,11.70424,78.1865
1584,401,Pudur 9,Salem,Salem,Tamil Nadu,7.86,Barren,Alluvial,Non-Irrigated,18762059,20055857,11.68974,78.18067
1585,402,Madhavaram 6,Salem,Salem,Tamil Nadu,14.09,Forest,Black Cotton,Partly Irrigated,46550197,54049554,11.66164,78.14096
1586,402,Manapakkam 3,Salem,Salem,Tamil Nadu,5.54,Industrial,Sandy,Irrigated,41393765,48883884,11.61966,78.14942
1587,402,Manapakkam 19,Salem,Salem,Tamil Nadu,15.11,Coastal,Sandy,Irrigated,45975761,49810701,11.69297,78.09579
1588,402,Madhavaram 18,Salem,Salem,Tamil Nadu,17.9,Agricultural,Loamy,Irrigated,47362346,50144479,11.63073,78.19024
1589,402,Sriperumbudur 7,Salem,Salem,Tamil Nadu,23.55,Forest,Black Cotton,Partly Irrigated,42016298,49907476,11.63296,78.16539
1590,402,Kelambakkam 5,Salem,Salem,Tamil Nadu,19.07,Commercial,Loamy,Partly Irrigated,47276060,57239164,11.6484,78.18539
1591,403,Kelambakkam 6,Salem,Salem,Tamil Nadu,11.92,Forest,Saline,Non-Irrigated,13135585,16616519,11.64478,78.19643
1592,403,Madhavaram 16,Salem,Salem,Tamil Nadu,16.2,Industrial,Saline,Non-Irrigated,14087440,15490764,11.71814,78.13458
1593,403,Pammalur 20,Salem,Salem,Tamil Nadu,6.18,Industrial,Urban Fill,Irrigated,10358829,12831524,11.62326,78.12293
1594,403,Sriperumbudur 2,Salem,Salem,Tamil Nadu,8.22,Residential,Loamy,Irrigated,18638460,21770209,11.61032,78.12544
1595,403,Ayappan Pattinam 11,Salem,Salem,Tamil Nadu,4.33,Forest,Urban Fill,Non-Irrigated,17912455,19240353,11.67027,78.15874
1596,404,Siruseri 7,Salem,Salem,Tamil Nadu,20.1,Commercial,Red Soil,Non-Irrigated,15503536,20554740,11.66579,78.15381
1597,404,Oragadam 1,Salem,Salem,Tamil Nadu,16.71,Residential,Urban Fill,Partly Irrigated,13862703,15593191,11.71425,78.15677
1598,404,Siruseri 8,Salem,Salem,Tamil Nadu,3.5,Forest,Loamy,Non-Irrigated,8179024,8868632,11.67078,78.13806
1599,404,Karanai 15,Salem,Salem,Tamil Nadu,19.83,Industrial,Urban Fill,Non-Irrigated,17586397,20875550,11.64494,78.14506
1600,404,Ayappan Pattinam 18,Salem,Salem,Tamil Nadu,18.65,Industrial,Red Soil,Non-Irrigated,6594330,7905774,11.65204,78.15118
1601,404,Manapakkam 5,Salem,Salem,Tamil Nadu,9.38,Residential,Sandy,Irrigated,10422385,10965958,11.69035,78.12701
1602,405,Neelambur 7,Chennai,Chennai,Tamil Nadu,11.47,Barren,Sandy,Irrigated,36514150,41078349,13.0879,80.23548
1603,405,Karanai 10,Chennai,Chennai,Tamil Nadu,14.73,Coastal,Saline,Non-Irrigated,77750890,99883264,13.10976,80.2619
1604,405,Nandambakkam 15,Chennai,Chennai,Tamil Nadu,23.66,Industrial,Saline,Irrigated,37714565,47475106,13.05362,80.227
1605,405,Siruseri 5,Chennai,Chennai,Tamil Nadu,20.52,Forest,Urban Fill,Partly Irrigated,42579653,54858346,13.08853,80.25249
1606,405,Neelambur 18,Chennai,Chennai,Tamil Nadu,6.91,Agricultural,Red Soil,Non-Irrigated,44097577,49370733,13.07477,80.24705
1607,406,Kallikudi 2,Chennai,Chennai,Tamil Nadu,20.24,Forest,Alluvial,Irrigated,44668653,58523568,13.08389,80.24291
1608,406,Kallikudi 3,Chennai,Chennai,Tamil Nadu,6.71,Industrial,Loamy,Irrigated,56495377,72595328,13.07971,80.21756
1609,406,Karanai 8,Chennai,Chennai,Tamil Nadu,14.52,Industrial,Alluvial,Partly Irrigated,54283755,66295708,13.0905,80.24528
1610,406,Kelambakkam 19,Chennai,Chennai,Tamil Nadu,23.27,Agricultural,Saline,Irrigated,48566216,59190894,13.05841,80.26943
1611,406,Padur 18,Chennai,Chennai,Tamil Nadu,20.15,Barren,Black Cotton,Partly Irrigated,48827470,52821897,13.07587,80.24397
1612,406,Siruseri 1,Chennai,Chennai,Tamil Nadu,15.49,Residential,Red Soil,Irrigated,30538561,39382015,13.07574,80.24353
1613,407,Neelambur 13,Chennai,Chennai,Tamil Nadu,5.63,Agricultural,Saline,Non-Irrigated,67931918,81229953,13.09613,80.27354
1614,407,Oragadam 10,Chennai,Chennai,Tamil Nadu,15.59,Residential,Red Soil,Non-Irrigated,25450606,28486645,13.10605,80.23628
1615,407,Nandambakkam 4,Chennai,Chennai,Tamil Nadu,21.29,Residential,Urban Fill,Partly Irrigated,63460874,75286094,13.09089,80.23029
1616,407,Perungalathur 6,Chennai,Chennai,Tamil Nadu,7.84,Residential,Urban Fill,Partly Irrigated,42066930,54370669,13.06307,80.25882
1617,407,Perungalathur 5,Chennai,Chennai,Tamil Nadu,9.17,Agricultural,Loamy,Partly Irrigated,58854405,67524731,13.06805,80.25978
1618,407,Neelambur 6,Chennai,Chennai,Tamil Nadu,16.58,Coastal,Saline,Irrigated,40196458,49402511,13.07355,80.25383
1619,408,Manapakkam 8,Chennai,Chennai,Tamil Nadu,10.77,Industrial,Alluvial,Partly Irrigated,47665323,52721726,13.1028,80.22878
1620,408,Perungalathur 11,Chennai,Chennai,Tamil Nadu,17.53,Agricultural,Red Soil,Irrigated,41338274,52405629,13.10455,80.26697
1621,408,Pammalur 15,Chennai,Chennai,Tamil Nadu,20.06,Barren,Sandy,Non-Irrigated,47302764,51609050,13.08429,80.24868
1622,408,Sholinganallur 2,Chennai,Chennai,Tamil Nadu,12.22,Agricultural,Sandy,Partly Irrigated,51613653,66555189,13.06265,80.22709
1623,409,Pudur 4,Erode,Erode,Tamil Nadu,20.23,Barren,Loamy,Partly Irrigated,6162879,6727443,11.2906,77.70975
1624,409,Manapakkam 18,Erode,Erode,Tamil Nadu,12.02,Residential,Sandy,Non-Irrigated,12428076,14848809,11.38573,77.6758
1625,409,Nandambakkam 4,Erode,Erode,Tamil Nadu,22.12,Coastal,Red Soil,Partly Irrigated,23111938,25535498,11.37201,77.68216
1626,410,Sholinganallur 7,Erode,Erode,Tamil Nadu,18.38,Industrial,Saline,Non-Irrigated,6325516,7725620,11.39396,77.69886
1627,410,Samayapuram 9,Erode,Erode,Tamil Nadu,8.66,Industrial,Saline,Non-Irrigated,14375714,15688184,11.29436,77.73118
1628,411,Padur 1,Erode,Erode,Tamil Nadu,16.54,Coastal,Loamy,Non-Irrigated,11213092,12545147,11.39342,77.7035
1629,411,Thogamalai 11,Erode,Erode,Tamil Nadu,5.07,Forest,Black Cotton,Irrigated,5192829,6746612,11.38108,77.6643
1630,411,Pammalur 8,Erode,Erode,Tamil Nadu,14.69,Forest,Sandy,Irrigated,7576604,10221137,11.37297,77.70579
1631,411,Siruseri 19,Erode,Erode,Tamil Nadu,4.01,Coastal,Saline,Non-Irrigated,18692637,20857230,11.34313,77.75178
1632,411,Sholinganallur 4,Erode,Erode,Tamil Nadu,12.49,Agricultural,Sandy,Partly Irrigated,19601955,23190284,11.31346,77.67382
1633,412,Neelambur 4,Erode,Erode,Tamil Nadu,10.37,Forest,Saline,Irrigated,11478880,13174908,11.39373,77.72532
1634,412,Siruseri 10,Erode,Erode,Tamil Nadu,19.88,Coastal,Urban Fill,Irrigated,19699524,24313339,11.34902,77.65822
1635,412,Kallikudi 7,Erode,Erode,Tamil Nadu,17.88,Barren,Loamy,Irrigated,15603394,18057690,11.3986,77.76325
1636,412,Nandambakkam 4,Erode,Erode,Tamil Nadu,20.07,Coastal,Loamy,Partly Irrigated,6346298,7538236,11.3771,77.67834
1637,412,Samayapuram 19,Erode,Erode,Tamil Nadu,10.11,Commercial,Loamy,Partly Irrigated,6464562,6906579,11.321,77.73969
1638,413,Pammalur 19,Erode,Erode,Tamil Nadu,5.17,Coastal,Sandy,Non-Irrigated,11957815,12760412,11.38633,77.69652
1639,413,Pammalur 19,Erode,Erode,Tamil Nadu,11.31,Agricultural,Red Soil,Non-Irrigated,16995306,22165580,11.3783,77.70202
1640,414,Madhavaram 6,Thanjavur,Thanjavur,Tamil Nadu,11.75,Coastal,Alluvial,Partly Irrigated,69459387,84067362,10.83895,79.19083
1641,414,Perungalathur 5,Thanjavur,Thanjavur,Tamil Nadu,14.06,Residential,Loamy,Non-Irrigated,66086561,85294814,10.77952,79.15065
1642,414,Nandambakkam 12,Thanjavur,Thanjavur,Tamil Nadu,11.17,Coastal,Alluvial,Non-Irrigated,53475677,64809127,10.79593,79.15857
1643,414,Ayappan Pattinam 10,Thanjavur,Thanjavur,Tamil Nadu,23.29,Agricultural,Loamy,Non-Irrigated,69869727,85859405,10.77636,79.18259
1644,414,Sriperumbudur 10,Thanjavur,Thanjavur,Tamil Nadu,3.46,Coastal,Alluvial,Irrigated,46833550,62682726,10.77838,79.12162
1645,415,Kelambakkam 19,Thanjavur,Thanjavur,Tamil Nadu,23.81,Commercial,Black Cotton,Partly Irrigated,14149741,18320284,10.83472,79.14241
1646,415,Neelambur 17,Thanjavur,Thanjavur,Tamil Nadu,20.73,Agricultural,Black Cotton,Irrigated,11496027,13781731,10.82453,79.09001
1647,415,Sholinganallur 2,Thanjavur,Thanjavur,Tamil Nadu,9.38,Forest,Urban Fill,Non-Irrigated,7364569,8406609,10.8205,79.17497
1648,415,Oragadam 3,Thanjavur,Thanjavur,Tamil Nadu,11.13,Commercial,Urban Fill,Partly Irrigated,13613874,16494534,10.84285,79.1621
1649,415,Siruseri 17,Thanjavur,Thanjavur,Tamil Nadu,9.73,Agricultural,Sandy,Irrigated,20934022,24348474,10.83911,79.11142
1650,416,Madhavaram 5,Thanjavur,Thanjavur,Tamil Nadu,3.54,Barren,Loamy,Irrigated,19748490,21496525,10.84516,79.14961
1651,416,Perungalathur 9,Thanjavur,Thanjavur,Tamil Nadu,4.13,Residential,Black Cotton,Irrigated,8084617,9847156,10.77185,79.1914
1652,416,Neelambur 15,Thanjavur,Thanjavur,Tamil Nadu,15.15,Barren,Urban Fill,Irrigated,17699036,22362867,10.8228,79.13564
1653,416,Siruseri 8,Thanjavur,Thanjavur,Tamil Nadu,21.11,Agricultural,Alluvial,Partly Irrigated,23989171,27923838,10.80772,79.09406
1654,417,Kelambakkam 14,Thanjavur,Thanjavur,Tamil Nadu,8.86,Agricultural,Red Soil,Non-Irrigated,10541632,12349186,10.76036,79.13107
1655,417,Sholinganallur 17,Thanjavur,Thanjavur,Tamil Nadu,10.19,Forest,Black Cotton,Non-Irrigated,7265534,8695314,10.84247,79.14927
1656,417,Ayappan Pattinam 17,Thanjavur,Thanjavur,Tamil Nadu,8.1,Commercial,Saline,Partly Irrigated,10989174,11712477,10.80198,79.08814
1657,417,Kallikudi 3,Thanjavur,Thanjavur,Tamil Nadu,12.66,Forest,Sandy,Partly Irrigated,9668527,12324911,10.75702,79.17216
1658,417,Siruseri 18,Thanjavur,Thanjavur,Tamil Nadu,24.25,Coastal,Saline,Irrigated,8151279,10324900,10.77339,79.19846
1659,418,Ayappan Pattinam 4,Thanjavur,Thanjavur,Tamil Nadu,4.66,Industrial,Saline,Irrigated,19941468,23235365,10.75535,79.1592
1660,418,Sriperumbudur 17,Thanjavur,Thanjavur,Tamil Nadu,6.3,Industrial,Red Soil,Irrigated,12837861,14237960,10.77829,79.12119
1661,418,Madhavaram 9,Thanjavur,Thanjavur,Tamil Nadu,18.83,Forest,Sandy,Non-Irrigated,16135320,21700196,10.80814,79.15849
1662,418,Manapakkam 5,Thanjavur,Thanjavur,Tamil Nadu,22.53,Barren,Black Cotton,Partly Irrigated,13466952,17118521,10.8438,79.09819
