Area_Sqft,Soil_pH,No_of_Owners,District,Land_Type,Flood_Risk,Water_Availability,Soil_Type,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Ownership_Type,Acquisition_Days,Delay_Status,Land_ID,Taluk,Village,Survey_No,Delay_Risk_Band,latitude,longitude
604289.47,8.5,6,Krishnagiri,Commercial,No,No,Saline,Not Available,No,No,To be paid,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_011990,Krishnagiri,Padur 16,279/1098,Low,12.53054745958804,78.24028832357484
1649600.58,6.6,10,Thanjavur,Barren,Yes,Yes,Urban Fill,Not Available,No,No,Verification completed,No,Yes,No,No,Joint,139.0,Delayed,ACQ_SYN_015339,Thanjavur,Pudur 7,310/1223,High,10.829101627368017,79.24136789510207
1362640.44,6.1,13,Erode,Agricultural,No,Yes,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_017821,Erode,Sholinganallur 4,411/1632,Low,11.31473199114397,77.65829408959756
416333.25,8.4,10,Krishnagiri,Coastal,Yes,No,Saline,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,183.0,Delayed,ACQ_SYN_013065,Krishnagiri,Nandambakkam 13,152/589,High,12.5662740800199,78.16826579102043
2067310.3,6.9,11,Chennai,Industrial,No,Yes,Urban Fill,Not Available,Yes,No,Withheld pending court,No,Yes,No,Yes,Joint,62.0,Delayed,ACQ_SYN_007329,Chennai,Manapakkam 11,193/753,Medium,13.10696072683834,80.24168270104823
1843813.4,7.0,12,Karur,Forest,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,364.0,Delayed,ACQ_SYN_010065,Karur,Pammalur 7,30/131,High,10.990455531020908,78.06076615219274
1141230.42,7.1,15,Thoothukudi,Barren,No,No,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_002389,Thoothukudi,Sholinganallur 20,463/1835,Low,8.719580187693872,78.0353575599423
349299.41,5.8,8,Ranipet,Forest,Yes,Yes,Sandy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_000231,Ranipet,Siruseri 8,226/889,Low,12.95412180325232,79.32337947411877
2630834.48,6.3,13,Tiruvallur,Residential,No,Yes,Sandy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,206.0,Delayed,ACQ_SYN_013306,Tiruvallur,Perungalathur 17,328/1285,High,13.129234964022428,79.99243089505832
2024835.32,8.7,17,Vellore,Residential,No,Yes,Saline,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_014394,Vellore,Karanai 17,64/251,Low,12.947470527520585,79.11852361844106
439948.23,6.4,19,Salem,Commercial,No,Yes,Loamy,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,151.0,Delayed,ACQ_SYN_011552,Salem,Oragadam 4,18/73,High,11.719619849296652,78.20183515417092
1093074.84,6.3,6,Tiruchirappalli,Agricultural,No,Yes,Loamy,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,202.0,Delayed,ACQ_SYN_010863,Tiruchirappalli,Padur 11,6/22,High,10.844178932654469,78.73777710506458
1502129.03,6.5,10,Thanjavur,Residential,Yes,Yes,Loamy,Not Available,No,No,Verification completed,No,Yes,No,No,Joint,139.0,Delayed,ACQ_SYN_019004,Thanjavur,Karanai 17,310/1222,High,10.839596475978524,79.1496493236773
1046435.21,7.6,14,Thanjavur,Coastal,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,51.0,No Delay,ACQ_SYN_018334,Thanjavur,Kallikudi 16,298/1175,Low,10.745015742008253,79.13352982889155
2507822.11,7.9,7,Villupuram,Agricultural,No,Yes,Black Cotton,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,149.0,Delayed,ACQ_SYN_006677,Villupuram,Samayapuram 16,392/1549,High,11.987324076824876,79.47112523267722
1674979.55,6.6,18,Salem,Forest,Yes,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,581.0,Delayed,ACQ_SYN_004374,Salem,Oragadam 17,398/1571,High,11.618607881204891,78.13645344075515
2559926.84,6.4,14,Cuddalore,Coastal,Yes,Yes,Sandy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_017467,Cuddalore,Sholinganallur 17,364/1428,High,11.730062471307264,79.67604756796433
626656.56,8.9,10,Kancheepuram,Barren,No,No,Saline,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,357.0,Delayed,ACQ_SYN_004927,Kancheepuram,Samayapuram 6,196/766,High,12.8792518674285,79.68148569457618
616023.75,6.1,20,Ranipet,Agricultural,No,No,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_011339,Ranipet,Oragadam 1,341/1330,Low,12.920908596994527,79.33625514052878
1610487.28,8.7,15,Namakkal,Residential,No,No,Saline,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_018509,Namakkal,Perungalathur 3,158/617,Low,11.254275433553453,78.20145745965911
2032414.22,7.3,6,Vellore,Industrial,No,No,Red Soil,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000468,Vellore,Nandambakkam 15,290/1144,Low,12.914571759553674,79.1258874026478
424439.71,6.8,10,Madurai,Residential,No,Yes,Red Soil,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,223.0,Delayed,ACQ_SYN_012606,Madurai,Pammalur 1,255/1001,High,9.925852128469645,78.08274099723283
2059223.93,8.4,10,Ranipet,Industrial,No,No,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,117.0,Delayed,ACQ_SYN_013027,Ranipet,Oragadam 19,104/396,Medium,12.944703003760711,79.34187283138301
2239260.63,6.5,5,Erode,Barren,No,Yes,Loamy,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,56.0,No Delay,ACQ_SYN_006027,Erode,Kallikudi 11,220/862,Low,11.38846414309826,77.70699701628719
1854155.92,8.5,20,Dharmapuri,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,113.0,Delayed,ACQ_SYN_004708,Dharmapuri,Sriperumbudur 7,269/1053,Medium,12.08251948901586,78.09203489895795
1293808.42,7.4,6,Kancheepuram,Commercial,No,No,Urban Fill,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,89.0,Delayed,ACQ_SYN_008465,Kancheepuram,Pudur 14,229/901,Medium,12.87852955236936,79.67425311750594
678551.02,8.9,20,Coimbatore,Barren,Yes,Yes,Saline,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,86.0,Delayed,ACQ_SYN_010850,Coimbatore,Sholinganallur 6,453/1790,Medium,10.988034421869727,76.88504074791855
1351480.45,8.9,15,Karur,Forest,Yes,Yes,Saline,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_015863,Karur,Kallikudi 8,32/141,Low,10.981552972902138,78.0427062836255
2559274.35,6.5,14,Coimbatore,Industrial,Yes,Yes,Red Soil,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010754,Coimbatore,Thogamalai 10,126/491,Low,10.986609219390877,76.96367466915008
664475.57,7.1,20,Villupuram,Residential,Yes,Yes,Red Soil,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,285.0,Delayed,ACQ_SYN_009454,Villupuram,Samayapuram 10,391/1544,High,11.947791145785452,79.4667194995215
1901694.76,7.0,19,Salem,Coastal,Yes,Yes,Alluvial,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010019,Salem,Thogamalai 8,396/1562,Low,11.689344068365957,78.17470829784216
1595011.2,7.1,6,Namakkal,Barren,Yes,Yes,Urban Fill,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,16.0,No Delay,ACQ_SYN_005025,Namakkal,Manapakkam 16,423/1674,Low,11.236222955087008,78.16457127194624
952960.06,6.2,9,Karur,Agricultural,No,No,Loamy,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,204.0,Delayed,ACQ_SYN_012722,Karur,Karanai 3,173/669,High,10.978466476616893,78.03064198088771
508041.25,7.3,15,Vellore,Coastal,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,16.0,No Delay,ACQ_SYN_009902,Vellore,Ayappan Pattinam 7,115/438,Low,12.880086292921668,79.13358483637026
2379731.41,8.7,10,Chengalpattu,Agricultural,No,No,Saline,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_004963,Chengalpattu,Kallikudi 9,477/1892,Low,12.727314209235248,80.02257163287149
487526.75,5.8,9,Vellore,Coastal,Yes,No,Sandy,Not Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_005416,Vellore,Thogamalai 13,116/442,Low,12.954287145418585,79.1785435777007
757226.76,5.8,19,Tirunelveli,Forest,No,Yes,Sandy,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,Joint,107.0,Delayed,ACQ_SYN_008012,Tirunelveli,Padur 3,91/354,Medium,8.72325874227516,77.76749587345535
2190878.36,7.0,8,Chengalpattu,Commercial,No,No,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_006228,Chengalpattu,Sholinganallur 5,322/1260,Low,12.713966336205436,80.01112710121511
1230088.42,7.8,15,Tiruchirappalli,Agricultural,No,Yes,Black Cotton,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_009361,Tiruchirappalli,Nandambakkam 15,352/1376,Low,10.733138096209345,78.6894050617356
1167052.76,7.3,15,Ranipet,Industrial,No,No,Urban Fill,Not Available,Yes,No,To be paid,No,Yes,No,Yes,Joint,100.0,Delayed,ACQ_SYN_018272,Ranipet,Neelambur 17,342/1335,Medium,12.922925546146669,79.30185666031876
2185046.67,5.9,15,Thoothukudi,Forest,No,No,Sandy,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,172.0,Delayed,ACQ_SYN_011167,Thoothukudi,Siruseri 4,462/1829,High,8.785782913214703,78.05192160708327
2033232.37,6.1,10,Vellore,Commercial,No,No,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_010275,Vellore,Pudur 8,118/450,High,12.902405168897683,79.08993166648553
1941144.27,6.5,19,Cuddalore,Agricultural,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,1.0,No Delay,ACQ_SYN_011728,Cuddalore,Perungalathur 4,360/1410,Low,11.737968299059744,79.63861191481803
844545.14,7.1,20,Krishnagiri,Commercial,No,Yes,Red Soil,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_017668,Krishnagiri,Perungalathur 10,278/1090,Low,12.529354755850449,78.25197850139563
352452.88,8.5,20,Thoothukudi,Coastal,Yes,No,Saline,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_013218,Thoothukudi,Pammalur 10,54/209,Low,8.78986656044815,78.016618170185
1343592.5,6.9,18,Tiruchirappalli,Industrial,No,No,Urban Fill,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,80.0,Delayed,ACQ_SYN_013353,Tiruchirappalli,Oragadam 16,167/655,Medium,10.823696906122173,78.69275605910121
407735.51,6.9,17,Thoothukudi,Commercial,No,Yes,Urban Fill,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,220.0,Delayed,ACQ_SYN_007477,Thoothukudi,Karanai 11,465/1841,High,8.815833543305532,78.07065507636408
678036.28,7.3,15,Tiruchirappalli,Industrial,No,Yes,Alluvial,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_014656,Tiruchirappalli,Padur 16,209/823,Low,10.763883769418058,78.67545484046401
713136.03,6.6,15,Chennai,Agricultural,No,No,Red Soil,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_005203,Chennai,Neelambur 18,405/1606,Low,13.07846630994231,80.24321616840724
1423232.61,7.0,15,Thanjavur,Commercial,No,Yes,Alluvial,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_001600,Thanjavur,Karanai 1,349/1359,Low,10.804505077573197,79.17786248681432
1686177.54,8.5,11,Madurai,Forest,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000498,Madurai,Sriperumbudur 13,184/719,Low,9.93146905016707,78.18167665267033
1925885.62,6.9,9,Tiruvallur,Coastal,Yes,Yes,Alluvial,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,141.0,Delayed,ACQ_SYN_000890,Tiruvallur,Pudur 3,134/520,High,13.159880947132775,79.8707775924662
873325.37,8.3,8,Thoothukudi,Coastal,Yes,Yes,Saline,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_014182,Thoothukudi,Sholinganallur 11,235/921,Low,8.744561826905018,78.01355969278823
1775015.54,8.1,12,Cuddalore,Forest,No,Yes,Black Cotton,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,142.0,Delayed,ACQ_SYN_017144,Cuddalore,Pudur 18,458/1811,High,11.721197875268295,79.65345352307324
2022500.36,6.8,8,Thanjavur,Agricultural,No,Yes,Red Soil,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,85.0,Delayed,ACQ_SYN_003842,Thanjavur,Samayapuram 6,243/949,Medium,10.741768134487945,79.14158793481508
2401525.67,6.2,12,Namakkal,Barren,No,Yes,Sandy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,138.0,Delayed,ACQ_SYN_003735,Namakkal,Samayapuram 12,159/619,High,11.17010176162183,78.2245563109333
811849.44,5.9,6,Krishnagiri,Coastal,Yes,Yes,Sandy,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,Joint,59.0,No Delay,ACQ_SYN_004352,Krishnagiri,Oragadam 3,277/1086,Low,12.550675885216998,78.26407823482722
1441611.69,8.8,10,Vellore,Commercial,No,No,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_002882,Vellore,Manapakkam 6,118/454,High,12.890555866473058,79.16621862451177
1378099.25,7.4,6,Krishnagiri,Agricultural,No,Yes,Urban Fill,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,106.0,Delayed,ACQ_SYN_011489,Krishnagiri,Sholinganallur 9,179/695,Medium,12.515688813808948,78.24799644164764
913857.08,7.4,13,Thanjavur,Industrial,No,Yes,Red Soil,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,160.0,Delayed,ACQ_SYN_009397,Thanjavur,Pammalur 17,119/456,High,10.748186022817013,79.11255652912749
717321.28,7.7,12,Erode,Agricultural,Yes,Yes,Black Cotton,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_011386,Erode,Madhavaram 17,261/1026,Low,11.316372598991748,77.74989947903772
1212439.4,6.6,6,Coimbatore,Residential,No,No,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,66.0,Delayed,ACQ_SYN_010971,Coimbatore,Ayappan Pattinam 14,128/500,Medium,10.96852263616292,76.90875887575226
1321501.19,6.6,11,Ranipet,Residential,No,No,Loamy,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_005313,Ranipet,Pudur 3,106/401,Low,12.920335289321716,79.31231110187939
360525.06,6.0,16,Vellore,Coastal,Yes,No,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000018,Vellore,Siruseri 1,63/246,Low,12.933885417228588,79.13173019598234
1328448.69,6.7,6,Coimbatore,Commercial,No,No,Red Soil,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,66.0,Delayed,ACQ_SYN_011774,Coimbatore,Siruseri 3,128/501,Medium,11.055990814142742,76.93015382111004
2225773.12,7.0,12,Tiruchirappalli,Coastal,Yes,Yes,Urban Fill,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_012215,Tiruchirappalli,Oragadam 5,2/5,Low,10.832589033647125,78.69226689620392
2212172.86,7.0,12,Vellore,Forest,No,No,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,54.0,No Delay,ACQ_SYN_017510,Vellore,Sholinganallur 12,68/264,Low,12.949463666485606,79.13108421957583
2244855.64,7.3,9,Tiruvallur,Residential,No,No,Alluvial,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,141.0,Delayed,ACQ_SYN_013504,Tiruvallur,Neelambur 15,134/521,High,13.090916176460343,79.91386644060131
1855176.55,7.3,12,Villupuram,Coastal,Yes,Yes,Alluvial,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_000242,Villupuram,Ayappan Pattinam 9,284/1121,Low,11.95042202368573,79.4564771947287
1938577.63,7.5,6,Vellore,Coastal,Yes,Yes,Alluvial,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_016085,Vellore,Ayappan Pattinam 20,290/1142,Low,12.956238000839823,79.12405551635251
548804.54,6.4,20,Karur,Forest,Yes,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,172.0,Delayed,ACQ_SYN_018687,Karur,Oragadam 13,174/676,High,10.983999233614645,78.08127212310606
1954348.93,6.5,9,Thoothukudi,Forest,No,No,Red Soil,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,373.0,Delayed,ACQ_SYN_007785,Thoothukudi,Kelambakkam 8,236/928,High,8.77347123263515,77.99250656321298
358121.2,6.9,18,Thanjavur,Coastal,Yes,Yes,Urban Fill,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,42.0,No Delay,ACQ_SYN_006025,Thanjavur,Padur 18,240/938,Low,10.756949150446882,79.14995080271883
789878.58,6.1,13,Ranipet,Coastal,Yes,No,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,280.0,Delayed,ACQ_SYN_010490,Ranipet,Kelambakkam 15,225/885,High,12.894001387125652,79.31359845516384
2080467.31,6.4,17,Tiruchirappalli,Industrial,No,Yes,Loamy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,280.0,Delayed,ACQ_SYN_011821,Tiruchirappalli,Nandambakkam 15,353/1381,High,10.73412700794246,78.7308139130363
2373232.82,5.9,10,Krishnagiri,Agricultural,No,No,Sandy,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,183.0,Delayed,ACQ_SYN_002355,Krishnagiri,Oragadam 12,152/594,High,12.478573189125036,78.21435707027094
1543520.9,6.6,19,Krishnagiri,Industrial,No,No,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,149.0,Delayed,ACQ_SYN_009296,Krishnagiri,Padur 15,108/413,High,12.526958085276297,78.25658630979869
562703.4,8.4,13,Villupuram,Barren,Yes,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,51.0,No Delay,ACQ_SYN_017698,Villupuram,Oragadam 15,388/1531,Low,11.952425049704807,79.52859424061359
680354.71,6.0,11,Karur,Industrial,No,No,Sandy,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002044,Karur,Samayapuram 17,366/1439,Low,10.998056326328555,78.14657832228845
2425406.49,7.0,8,Salem,Coastal,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,228.0,Delayed,ACQ_SYN_015186,Salem,Samayapuram 14,400/1576,High,11.691150107803614,78.18050011833333
1187978.89,6.6,15,Thanjavur,Agricultural,No,No,Loamy,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,79.0,Delayed,ACQ_SYN_001595,Thanjavur,Sholinganallur 19,345/1348,Medium,10.754729493219214,79.07975085960494
620857.44,8.1,7,Tirunelveli,Agricultural,No,Yes,Black Cotton,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,56.0,No Delay,ACQ_SYN_006809,Tirunelveli,Karanai 4,22/96,Low,8.70879082921758,77.70107602801195
1431302.79,6.3,6,Madurai,Forest,Yes,Yes,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,201.0,Delayed,ACQ_SYN_005092,Madurai,Thogamalai 2,185/721,High,9.901603401266993,78.15056988597597
1564113.34,7.8,19,Madurai,Forest,Yes,Yes,Black Cotton,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,170.0,Delayed,ACQ_SYN_011793,Madurai,Sholinganallur 2,147/573,High,9.905218181358574,78.1183667021597
1352663.43,8.3,14,Karur,Industrial,No,No,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,38.0,No Delay,ACQ_SYN_015042,Karur,Nandambakkam 19,26/114,Low,10.91140407643933,78.06047750402196
564504.18,7.1,16,Karur,Commercial,No,Yes,Alluvial,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,90.0,Delayed,ACQ_SYN_003376,Karur,Padur 3,248/970,Medium,10.99355492495598,78.0172788596824
896807.66,6.4,8,Coimbatore,Commercial,No,No,Loamy,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,31.0,No Delay,ACQ_SYN_016557,Coimbatore,Sriperumbudur 5,377/1482,Low,10.998288566823556,77.01280993006718
546253.48,7.6,14,Coimbatore,Residential,Yes,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,11.0,No Delay,ACQ_SYN_017221,Coimbatore,Kelambakkam 1,124/482,Low,11.016116959898916,76.9252454783235
1689976.3,6.8,8,Karur,Barren,Yes,Yes,Red Soil,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_011902,Karur,Neelambur 17,172/666,Low,10.963063098374487,78.12197554305891
2188788.24,5.8,14,Erode,Barren,No,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,186.0,Delayed,ACQ_SYN_011644,Erode,Pudur 4,409/1623,High,11.287254700978073,77.69847825531615
1822654.65,8.5,10,Madurai,Commercial,No,No,Saline,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,209.0,Delayed,ACQ_SYN_015234,Madurai,Samayapuram 1,145/564,High,9.965234330663735,78.11209188262426
2283219.56,7.4,20,Thoothukudi,Industrial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,342.0,Delayed,ACQ_SYN_011938,Thoothukudi,Padur 14,303/1192,High,8.777117039298066,78.00173486356529
664937.43,7.2,9,Erode,Forest,Yes,Yes,Urban Fill,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,315.0,Delayed,ACQ_SYN_006230,Erode,Padur 14,221/867,High,11.3679986489303,77.75237986202055
2446649.31,7.8,6,Namakkal,Residential,Yes,Yes,Black Cotton,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,28.0,No Delay,ACQ_SYN_018707,Namakkal,Samayapuram 1,336/1309,Low,11.211321930090524,78.1455005379005
1029316.88,7.1,20,Thanjavur,Commercial,Yes,Yes,Alluvial,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,127.0,Delayed,ACQ_SYN_003094,Thanjavur,Kallikudi 14,120/463,High,10.783430788494774,79.19291177234611
1985738.0,8.9,6,Ranipet,Industrial,Yes,Yes,Saline,Available,No,No,Objection enquiry,Yes,Yes,Yes,No,Joint,198.0,Delayed,ACQ_SYN_017385,Ranipet,Sholinganallur 19,97/369,High,12.963769737042576,79.3463146945441
1495121.8,7.1,7,Villupuram,Coastal,Yes,Yes,Urban Fill,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,501.0,Delayed,ACQ_SYN_010462,Villupuram,Samayapuram 6,389/1536,High,11.92275721787612,79.47487381115893
1896662.99,6.5,9,Krishnagiri,Coastal,Yes,No,Loamy,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,169.0,Delayed,ACQ_SYN_014934,Krishnagiri,Sriperumbudur 10,107/409,High,12.560805326731574,78.15249157501599
421545.37,7.1,17,Thoothukudi,Commercial,No,Yes,Urban Fill,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,220.0,Delayed,ACQ_SYN_000684,Thoothukudi,Karanai 11,465/1841,High,8.810497771610137,78.08333730911032
682845.61,8.6,15,Tiruchirappalli,Coastal,Yes,No,Saline,Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_014436,Tiruchirappalli,Manapakkam 6,352/1374,Low,10.82616832742567,78.74287969331748
2685067.69,7.1,11,Namakkal,Forest,No,No,Red Soil,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,164.0,Delayed,ACQ_SYN_003548,Namakkal,Neelambur 5,427/1693,High,11.233252965795389,78.20214474522486
1691438.62,7.9,6,Namakkal,Forest,No,Yes,Black Cotton,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,16.0,No Delay,ACQ_SYN_002710,Namakkal,Oragadam 3,423/1678,Low,11.200733602266103,78.2135880322004
765585.34,7.0,18,Chennai,Residential,No,No,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,216.0,Delayed,ACQ_SYN_003728,Chennai,Manapakkam 6,258/1011,High,13.06504212945494,80.22143965458622
1090059.68,7.5,10,Thanjavur,Coastal,Yes,No,Alluvial,Not Available,No,No,Verification completed,No,Yes,No,No,Joint,139.0,Delayed,ACQ_SYN_000475,Thanjavur,Samayapuram 4,310/1218,High,10.76426305244072,79.12802877649344
1897261.87,7.8,20,Krishnagiri,Industrial,No,Yes,Black Cotton,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_000116,Krishnagiri,Nandambakkam 9,278/1092,Low,12.504204654572948,78.22580337255728
2401748.59,7.3,14,Cuddalore,Agricultural,No,Yes,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_009211,Cuddalore,Oragadam 17,364/1431,High,11.712261741345907,79.60560368736476
