Area (sq.ft),Soil pH,No. of Owners,No. of Objections,Valuation Gap (%),Land Use,Ownership,Flood Risk,Water Availability,Soil Type,Title Dispute,Court Case,Document Status,Acquisition Notice,Compensation Status,Road Access,Delay Days,Land ID,District,Taluk,Village
18752.71361587955,7.707990813652219,5,5,41.48293341485425,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,139.558851061141,REC0364,nan,nan,nan
2096.15664169963,7.865181947468587,3,2,19.443342622336537,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,309.0262508853565,REC0365,nan,nan,nan
3422.739041255543,7.809314160146566,4,2,13.070116960343224,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,235.3226155458707,REC0366,nan,nan,nan
12166.419437529406,7.3581154537945945,5,7,2.9536251304444807,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,105.03173169026444,REC0367,nan,nan,nan
13750.026771878434,6.889551147818599,4,6,34.960054686828784,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,311.8938713441694,REC0368,nan,nan,nan
31591.581433544587,6.964245784737573,4,4,26.670611444397817,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,363.9802060816135,REC0369,nan,nan,nan
19543.8302492347,6.478562535716902,1,7,0.5290271232458335,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,130.18163769456046,REC0370,nan,nan,nan
11977.069943568857,7.220637402415625,6,5,4.2939868418309635,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,64.61988134489566,REC0371,nan,nan,nan
2600.2762159959852,7.577065641686533,5,4,8.85958462447984,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,127.49715908152281,REC0372,nan,nan,nan
28999.44940562926,6.204404041966914,4,1,6.649649270830369,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,87.2372615125455,REC0373,nan,nan,nan
16822.803167340604,7.158456294602744,4,5,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,77.51649554985592,REC0374,nan,nan,nan
24354.964165074063,7.651959537253837,5,7,31.015430793811042,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,141.20049651785078,REC0375,nan,nan,nan
17777.116973822936,6.0612332851026265,2,5,20.031510614467585,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,187.92067126407633,REC0376,nan,nan,nan
20266.361524866712,6.7749334630206235,4,0,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,105.40690593385928,REC0377,nan,nan,nan
20641.755250482325,6.349376880280814,4,3,5.38521475446435,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,71.61537502571683,REC0378,nan,nan,nan
19613.05623140965,7.757231526941959,5,2,3.268927156411602,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,36.709162572985065,REC0379,nan,nan,nan
31718.40636897487,5.756936003673955,3,4,24.535523794506254,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,400.0,REC0380,nan,nan,nan
17471.687111111354,6.313906274184196,4,1,5.135644587782818,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,92.90431167149409,REC0381,nan,nan,nan
10428.954521655614,5.85920818140742,4,1,12.289235546339764,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,48.95677855263451,REC0382,nan,nan,nan
16728.044071816563,6.21694900759797,4,1,10.827625674826836,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,92.17896359894456,REC0383,nan,nan,nan
22848.694184873468,7.825462602156149,4,1,18.93529364697872,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,218.45744230497206,REC0384,nan,nan,nan
4922.078064348594,7.333121887697269,5,4,6.660118433378538,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,150.19857110023443,REC0385,nan,nan,nan
26653.085277643055,6.258531191942867,5,1,6.65936906560576,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,83.57303075736043,REC0386,nan,nan,nan
27140.779620412315,6.4612468311099915,5,0,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,112.80085115232336,REC0387,nan,nan,nan
30167.479100509794,6.385654231351164,1,6,4.8593714618491415,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,155.7230307353123,REC0388,nan,nan,nan
23734.900668790524,5.885813856084857,3,6,26.056932375241338,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,207.7229263372769,REC0389,nan,nan,nan
2577.3730425721897,7.373371413370684,4,4,11.446919694692046,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,161.40540688401987,REC0390,nan,nan,nan
15653.26847293862,7.86452944074571,6,7,35.77572840972415,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,151.22759166976422,REC0391,nan,nan,nan
20999.61355760638,6.220301377418813,2,6,25.965907899065993,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,199.54359451321773,REC0392,nan,nan,nan
24088.57536831192,7.22053862017329,1,7,12.689225595860826,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,156.89165047644863,REC0393,nan,nan,nan
25837.05430228061,5.960358276532106,4,1,12.24466955198329,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,79.39672415902966,REC0394,nan,nan,nan
21307.772987589917,6.571510406822198,6,4,46.51992553639693,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,276.19243959402166,REC0395,nan,nan,nan
16007.226094899745,7.891720871325579,5,3,19.68284677928394,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,54.79821276016157,REC0396,nan,nan,nan
11385.915079276021,7.8194477223822805,5,6,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,102.65748336939363,REC0397,nan,nan,nan
17819.028463748553,6.299759693929293,3,0,9.387424210456969,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,84.00664399136548,REC0398,nan,nan,nan
19267.77481230825,7.290347504595609,4,0,6.024966878394366,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,23.33232451955084,REC0399,nan,nan,nan
18242.955473456335,5.787232168826954,4,4,26.91912457912738,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,323.2370219974984,REC0400,nan,nan,nan
21277.54601067503,5.835018885413179,4,0,6.258491607143073,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,97.71521977473343,REC0401,nan,nan,nan
9654.343985332753,7.780902056028003,4,6,11.605717013168336,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,90.74187775745607,REC0402,nan,nan,nan
29296.12701295986,5.677849103291655,3,0,5.390973879733332,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,77.61240257620777,REC0403,nan,nan,nan
17968.137723442764,6.3646948622230735,5,1,6.344632560289484,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,91.21137581580575,REC0404,nan,nan,nan
17077.46074553888,7.2431065298656625,4,7,33.07036041436752,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,140.8667374127727,REC0405,nan,nan,nan
20214.116405692985,6.038139445423658,5,1,6.454000118050239,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,91.56851751141488,REC0406,nan,nan,nan
3762.943634145468,6.963153141165392,5,6,12.054224582054271,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,161.81062556698265,REC0407,nan,nan,nan
28979.9354800288,8.393875602346792,6,2,25.891604533599114,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,275.8966642841737,REC0408,nan,nan,nan
25943.507726858377,6.170577929440248,1,5,17.572189983844645,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,235.94376945518889,REC0409,nan,nan,nan
3986.5949976455654,7.125798044224287,4,6,3.501708270778293,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,121.99402184224436,REC0410,nan,nan,nan
16359.430351431965,7.255759129925287,5,6,35.425408835320646,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,216.22143480816766,REC0411,nan,nan,nan
20118.56217472021,6.674848834032,3,0,0.7802796426567893,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,107.25510117947816,REC0412,nan,nan,nan
2268.452275395331,7.70850803438607,4,1,12.970031955841012,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,351.8833568343373,REC0413,nan,nan,nan
22285.78151423491,7.047689073581411,2,5,0.0,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,97.2712880945735,REC0414,nan,nan,nan
3269.9563626187532,7.489025407539103,2,1,20.37572329947449,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,327.2369594130529,REC0415,nan,nan,nan
21577.662523018276,5.845264828338069,5,0,7.23341574805372,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,92.12436333812845,REC0416,nan,nan,nan
3771.9643053341283,7.564566225853202,4,2,16.025100569401065,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,300.7198538372557,REC0417,nan,nan,nan
15864.371281855521,7.982535520928904,4,7,23.7683149443976,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,188.98364974888065,REC0418,nan,nan,nan
2017.335329428653,7.989382419036473,2,3,17.634334881479212,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0419,nan,nan,nan
18164.376310534826,6.765856747566825,3,0,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,91.19887911398851,REC0420,nan,nan,nan
31877.551208874793,6.98308760256581,5,2,4.815046238572583,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,37.849197789261936,REC0421,nan,nan,nan
23370.232933711075,8.391301900787756,5,1,19.233307576394516,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,197.23445072959186,REC0422,nan,nan,nan
15871.603740591088,8.149483333556438,6,5,45.86258718484865,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,181.39903594886488,REC0423,nan,nan,nan
10128.017346236373,8.008164285462014,6,2,10.549896251181984,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,62.22083491390417,REC0424,nan,nan,nan
19183.69765487335,6.452033446348226,5,6,33.066879063579314,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,344.0590735441844,REC0425,nan,nan,nan
10404.99207399918,7.847922192967977,6,5,7.843923159517814,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,102.23947423186458,REC0426,nan,nan,nan
25320.012613052273,6.113514362561805,4,1,17.17193123098841,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,88.1193355702473,REC0427,nan,nan,nan
18017.71877802329,8.177333685260832,6,5,33.05858208859683,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,138.77328056775912,REC0428,nan,nan,nan
32668.781701252963,7.34098116928237,4,1,7.998370099359945,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,37.4665963047623,REC0429,nan,nan,nan
12726.445590683814,5.7782263152423505,4,1,11.542295869214172,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,74.07045177485485,REC0430,nan,nan,nan
14054.162777467158,6.914849581758995,6,4,40.397310719260965,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,306.8696150755468,REC0431,nan,nan,nan
12641.8241785475,8.043424160098196,4,3,10.15099802442463,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,63.2382135740292,REC0432,nan,nan,nan
19178.5590413567,8.324837104621968,4,2,20.108006565604857,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,306.39049446983336,REC0433,nan,nan,nan
33025.416846622706,6.544444625840305,4,0,3.7504056517251203,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,27.23186243914059,REC0434,nan,nan,nan
32925.93469034991,7.370999545499684,1,7,0.0,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,137.00998089765972,REC0435,nan,nan,nan
2811.689124435978,8.244029761114174,3,1,15.061060222253547,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,244.34011241633524,REC0436,nan,nan,nan
2778.59111923679,7.028469094705909,5,6,16.96456044561404,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,209.58819930100253,REC0437,nan,nan,nan
4266.623080014397,7.25133339429874,3,6,9.213155122188734,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,195.09523247982776,REC0438,nan,nan,nan
3248.885409791484,7.340140536494188,4,2,20.420189565586906,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0439,nan,nan,nan
3924.9888501795886,7.30056660297702,4,5,8.775023961784969,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,219.46347358313767,REC0440,nan,nan,nan
18065.89884348813,6.29263978305445,3,0,0.20080357116517344,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,63.461665291207055,REC0441,nan,nan,nan
17303.634922549423,7.606737524884065,6,6,30.76965310770583,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,170.95157222764132,REC0442,nan,nan,nan
18410.323537078333,5.440218034850314,4,3,15.453665889334111,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,65.05215157727224,REC0443,nan,nan,nan
23079.135766901378,7.6392855381691795,4,5,40.8783879608533,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,125.78946167992116,REC0444,nan,nan,nan
24579.9931866689,7.0070289472391885,6,6,29.839570885955446,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,257.42150337734495,REC0445,nan,nan,nan
3524.4696645586732,7.241641894648333,3,2,24.74945283064563,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,240.97518818113375,REC0446,nan,nan,nan
15665.971671398336,6.832065419983444,4,3,10.91581638133287,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,83.24950569759832,REC0447,nan,nan,nan
2090.6417848984847,8.108274321166146,2,3,17.512361835515783,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,383.9561495924379,REC0448,nan,nan,nan
14586.520773144593,5.6972063761290785,6,3,12.382071821268772,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,72.32607888677953,REC0449,nan,nan,nan
32819.04477629141,8.121033947619965,5,2,12.141906134935201,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,219.99388000306953,REC0450,nan,nan,nan
22516.16585683402,6.087168742832126,5,0,9.844829357868727,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,104.18165559604816,REC0451,nan,nan,nan
2414.7985236960676,7.679051196920986,3,3,12.862078796326692,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,336.4182333031481,REC0452,nan,nan,nan
21975.27339216775,6.018620415146138,4,1,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,73.04861805649698,REC0453,nan,nan,nan
16615.721504590725,7.553616772414027,4,5,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,68.81353466029806,REC0454,nan,nan,nan
25600.554110797486,6.498584276829154,3,4,27.69486859709581,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,279.87094111680835,REC0455,nan,nan,nan
31334.006926366772,6.475250722005687,5,4,30.18240377807116,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,379.5191500456823,REC0456,nan,nan,nan
25039.62010463825,6.115979411935737,2,5,20.593807762819747,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,255.9846112974782,REC0457,nan,nan,nan
24033.9812761725,6.869910699766978,6,1,3.5355251500473583,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,29.828000762593007,REC0458,nan,nan,nan
18778.38700412351,6.268940037741576,4,1,10.076580360858166,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,69.92680546543382,REC0459,nan,nan,nan
21610.579402347652,6.071402542851903,4,3,41.0532043869662,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,384.53047485611563,REC0460,nan,nan,nan
21903.89443796343,7.269562540286791,2,7,2.2445679933751475,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,131.08306613092606,REC0461,nan,nan,nan
13538.30186598232,6.565317556235341,5,3,18.608502263684795,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,99.98452558767492,REC0462,nan,nan,nan
2639.540570592236,7.619561756532298,3,3,18.08102338161344,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0463,nan,nan,nan
12516.82909329405,7.62404530472401,5,7,40.17997008883857,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,155.09556405077117,REC0464,nan,nan,nan
15781.069043504092,8.634688137811413,5,4,17.717505562769553,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,52.955172717689706,REC0465,nan,nan,nan
32042.236514138465,7.467914665626763,6,0,2.649935705935998,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,29.981774722970357,REC0466,nan,nan,nan
17270.68700494585,6.544476927354797,2,5,26.223409627436748,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,270.65732221760226,REC0467,nan,nan,nan
15370.36275196045,8.413692036062779,6,4,6.890374365848954,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,69.8643992689527,REC0468,nan,nan,nan
4822.823754049156,7.222318510885411,5,6,12.937413521927626,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,194.70089869884504,REC0469,nan,nan,nan
13546.00392772897,6.10643260632338,5,2,2.325119589772836,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,108.86350657658743,REC0470,nan,nan,nan
28346.472181758887,6.069911754453744,4,0,7.945187952168816,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,75.0533976614717,REC0471,nan,nan,nan
2825.1969600181883,8.051870427232275,3,3,24.45062171148286,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0472,nan,nan,nan
24146.3411007233,8.30471507560203,6,6,28.292311988850994,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,143.97805460298457,REC0473,nan,nan,nan
20489.737740122928,5.657114909324831,4,1,22.364959129896945,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,74.19622257375333,REC0474,nan,nan,nan
32172.93346302421,6.878034502804854,1,7,0.0,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,131.13789075590222,REC0475,nan,nan,nan
12435.845459225671,6.111702702859955,4,1,18.83999402276932,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,73.98342444145226,REC0476,nan,nan,nan
19157.77596212297,5.998305140437296,4,3,21.05080997650968,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,75.47199338605162,REC0477,nan,nan,nan
17118.03835886604,5.450021222538826,3,3,16.34912461602483,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,76.05436225444751,REC0478,nan,nan,nan
24791.6312206933,8.471365106375618,6,1,7.431101325855369,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,203.10840017575745,REC0479,nan,nan,nan
15104.124518803937,8.223395095763014,6,6,34.02353343010265,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,127.98588024807019,REC0480,nan,nan,nan
30776.35789060252,6.841050473880568,1,6,0.0,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,131.36877877854369,REC0481,nan,nan,nan
15014.274063051102,7.919106506229898,4,3,5.7159479902991706,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,77.64076131678479,REC0482,nan,nan,nan
15139.091890961019,5.468630950129609,4,3,10.577219879100998,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,75.5421613125883,REC0483,nan,nan,nan
24340.84302989879,6.263438045709175,4,2,10.224334344097032,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,113.20683592244731,REC0484,nan,nan,nan
15120.853402488585,7.587269856976267,4,6,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,77.08911541513044,REC0485,nan,nan,nan
31968.02344242235,7.242062843681021,1,7,4.438425331324995,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,159.7005208506271,REC0486,nan,nan,nan
12958.961490098893,8.29928769061669,4,4,17.943200758687013,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,69.02116271366835,REC0487,nan,nan,nan
22331.30420410151,7.512948986136106,4,6,32.217892604283506,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,126.53329041436808,REC0488,nan,nan,nan
28032.6391542118,8.817803016905472,4,1,7.510927500501117,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,323.54594342167167,REC0489,nan,nan,nan
12611.904386328035,5.69378809076813,4,3,15.340813904776581,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,66.16906587561449,REC0490,nan,nan,nan
27156.535341087292,5.897507334117722,4,1,4.2630858320073415,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,99.57055509138806,REC0491,nan,nan,nan
16599.399093468048,8.13563896197087,4,3,13.643117535341377,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,51.92020295120495,REC0492,nan,nan,nan
26535.086047908168,8.530793437440533,4,2,19.425991157388534,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,215.1710880543071,REC0493,nan,nan,nan
13838.213629912256,8.069733859360976,4,6,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,100.15154898544556,REC0494,nan,nan,nan
18148.797170684662,5.9986904418353495,3,2,6.572304202388631,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,51.967824781904504,REC0495,nan,nan,nan
19657.895494435623,6.128068696131923,6,1,1.4511854712685963,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,119.04057861134228,REC0496,nan,nan,nan
19354.72254054863,5.590284964306138,3,3,18.771741645458487,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,70.68747778408824,REC0497,nan,nan,nan
26024.03842447342,8.217968933095447,6,3,21.28605176778306,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,236.59601066423616,REC0498,nan,nan,nan
31847.740534721182,6.363259380626426,3,2,32.001549541548364,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,400.0,REC0499,nan,nan,nan
19824.53968152144,8.065993800648057,4,3,20.532662564489137,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,306.55285340561755,REC0500,nan,nan,nan
19745.73061961639,8.1,5,2,13.365307507498606,Agricultural,Private Company,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,197.60353853149945,TN-1,Tiruchirappalli,N/A,Railway Corridor: Tiruchirappalli 1
14342.183109400488,7.7,2,3,3.0666292023041883,Mixed,Individual,Low,High,Red Soil,No,No,Partial,Issued,Under Review,Moderate,400.0,TN-2,Karur,N/A,Bypass Road: Karur 2
15065.851053216646,5.7,4,2,17.772802310712066,Agricultural,Government,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,400.0,TN-3,Salem,N/A,New Terminal: Salem 3
15831.240506048138,7.0,2,0,33.57323446376568,Residential,Individual,Low,Low,Red Soil,No,No,Incomplete,Issued,Under Review,Good,400.0,TN-4,Tirunelveli,N/A,Freight Corridor: Tirunelveli 4
13636.396934887309,6.8,1,6,6.342170082168169,Commercial,Joint,High,Low,Red Soil,No,No,Complete,Issued,Approved,Poor,400.0,TN-5,Karur,N/A,Slum Rehabilitation: Karur 5
1487.1168310684811,6.9,5,2,7.149012016807966,Commercial,Government,Medium,Medium,Clay Loam,No,No,Partial,Issued,Approved,Moderate,238.316846440797,TN-6,Tirunelveli,N/A,Port Expansion: Tirunelveli 6
18164.97697629558,6.8,1,6,0.0,Commercial,Joint,High,Low,Red Soil,No,No,Complete,Issued,Approved,Poor,400.0,TN-7,Cuddalore,N/A,Metro Line: Cuddalore 7
13507.886332445847,7.7,2,3,3.2804601230164527,Mixed,Individual,Low,High,Red Soil,No,No,Partial,Issued,Under Review,Moderate,82.8592790601833,TN-8,Thoothukudi,N/A,Urban Rail Corridor: Thoothukudi 8
